51306265613,ead,225,82
51306274614,fff,88,201
51306319055,gcb,133,141
51306334009,ged,75,188
51306334232,bca,274,117
51306385442,cdf,12,279
51306389687,ggc,46,297
51306401776,gfa,183,118
51306411005,eff,142,132
51306422949,cec,61,208
51306424663,aeb,67,203
51306458507,ffc,11,186
51306468773,edf,128,14
51306479312,gcc,43,205
51306495695,dee,98,17
51306516757,baa,119,234
51306519706,bbb,59,261
51306544937,abd,296,74
51306546030,ffb,7,270
51306546180,dcd,141,34
51306550206,cab,206,122
51306641281,ebc,29,206
51306649786,cfg,56,166
51306678327,dfa,281,224
51306697200,agb,89,90
51306757281,bgc,20,289
51306785262,agg,278,283
51306812259,acd,47,251
51306814442,cec,181,210
51306849138,add,115,262
51306863703,aag,142,151
51306865027,bdb,121,256
51306878144,gdg,121,280
51306878287,adf,275,43
51306900848,feg,20,198
51306916334,dbf,23,173
51306920204,egd,41,46
51306922777,aed,249,278
51306969078,gba,246,168
51306980248,cbg,28,168
51307021632,fge,64,59
51307083684,fgf,235,100
51307109866,dbg,76,268
51307120861,fdf,244,52
51307150826,eaa,118,208
51307153410,gbb,291,49
51307158176,cdc,47,272
51307210901,fbf,233,42
51307210975,acb,163,122
51307214775,dbc,216,206
51307215953,afd,33,174
51307237397,bec,115,96
51307237817,ded,61,98
51307253945,aef,228,266
51307290499,cga,86,105
51307295217,dae,86,209
51307300488,edd,248,232
51307326440,daf,258,213
51307342834,eab,297,101
51307351368,cfe,189,127
51307370245,dcb,98,147
51307373856,aec,194,112
51307389006,bda,95,247
51307420735,ace,225,56
51307427638,bfg,10,33
51307451832,abg,126,225
51307478669,ced,257,103
51307489071,bba,40,171
51307495146,feb,85,61
51307502480,abg,273,245
51307507880,gga,263,93
51307539627,cgd,246,233
51307548297,efd,59,15
51307575188,eec,120,172
51307587871,cbe,114,277
51307596572,gfg,119,39
51307596942,fcc,212,265
51307606797,aeg,4,131
51307612343,eee,5,212
51307633366,aff,288,61
51307651534,ddd,58,57
51307654953,egc,207,128
51307660098,fgd,62,159
51307662910,deb,200,123
51307663274,efb,106,46
51307681768,dgg,263,190
51307725185,ccf,29,190
51307745041,eca,161,91
51307753119,cfb,135,66
51307760274,acg,189,154
51307767061,fca,55,35
51307771584,dfg,98,266
51307793019,ecd,58,121
51307801968,dda,100,170
51307804986,fgc,246,206
51307811052,dad,197,231
51307811433,abe,238,128
51307879307,aee,14,48
51307885812,eba,148,32
51307887646,gac,141,92
51307892595,bbb,124,305
51307946013,afc,298,133
51307979146,dba,114,66
51307980758,ecg,133,58
51307990719,bad,176,63
51308004615,dcf,112,106
51308024670,bbg,86,101
51308054163,gfe,153,224
51308054822,gge,186,90
51308059596,afe,129,29
51308061122,cad,131,227
51308066194,baa,150,196
51308104068,ede,234,156
51308111939,ebd,113,5
51308124985,efc,246,172
51308141510,age,35,259
51308155247,cff,151,28
51308166626,eea,184,167
51308186259,bfa,292,131
51308197817,ega,141,77
51308218476,gaf,115,82
51308219066,gec,284,217
51308219089,bdc,156,106
51308262756,fdd,166,222
51308271780,acf,263,46
51308276884,dcd,135,35
51308296475,dce,174,181
51308302641,cdf,268,304
51308319852,daa,264,196
51308335085,ccf,263,178
51308342352,bbf,74,102
51308345535,adb,235,192
51308353604,gae,140,272
51308357141,bdc,284,94
51308369415,bdd,211,197
51308399505,ecb,102,22
51308418880,ffa,63,156
51308424256,beb,198,200
51308425730,ade,294,176
51308443444,ccd,119,192
51308450075,bbb,122,289
51308454600,dbb,7,262
51308455896,bfd,102,160
51308465917,bcg,201,93
51308494232,fce,181,137
51308494406,cab,113,100
51308517155,ffe,238,50
51308520695,fbc,208,160
51308527076,abb,224,97
51308545695,efa,265,22
51308545954,bdb,220,212
51308553633,daf,53,208
51308554983,dbf,211,148
51308587535,eeg,101,261
51308588048,bca,89,98
51308594570,dcd,48,35
51308599522,ddc,295,190
51308627671,cge,273,121
51308630431,efg,256,132
51308635208,dfg,218,295
51308637074,fbg,46,150
51308650254,ggd,69,80
51308678108,ddb,214,39
51308689118,adf,299,39
51308692597,dbc,106,216
51308693978,dbe,2,80
51308699381,ebc,168,226
51308701700,bfg,132,33
51308720342,ebc,210,266
51308722565,gbf,156,55
51308722745,acd,181,248
51308732467,gfd,82,236
51308735290,ebg,211,149
51308746584,fcc,271,315
51308762007,fed,140,108
51308768654,ebb,194,245
51308778805,fae,222,58
51308817896,ebf,58,68
51308828326,beg,73,193
51308831459,fef,238,96
51308849505,egc,92,151
51308871421,geg,50,271
51308887338,dag,49,30
51308889262,bdf,44,228
51308904796,gaa,41,101
51308926089,fca,231,31
51308953175,afb,213,209
51308971888,gfc,260,5
51308974416,gdg,97,240
51308983925,def,120,243
51308986749,fcb,42,190
51308988359,ecf,153,257
51308997138,cdb,213,20
51309001226,aba,163,10
51309001610,aaf,105,191
51309028207,caf,250,262
51309053011,fgb,71,113
51309079446,egc,81,154
51309082545,dde,71,192
51309094182,adb,279,226
51309094503,dfd,40,305
51309095038,dgc,262,145
51309096851,agc,74,288
51309099691,eef,19,107
51309106411,gdb,255,211
51309124808,ddg,288,66
51309133157,aac,61,264
51309135603,bbf,16,121
51309137864,edf,272,14
51309142031,bce,142,271
51309146396,eeg,49,227
51309151860,cgb,38,105
51309173302,cbb,98,122
51309175947,aae,161,54
51309204854,eea,173,182
51309211816,baf,126,269
51309241558,bfc,283,110
51309253415,bef,298,209
51309255896,gab,133,205
51309259551,gfa,33,94
51309260758,ece,178,278
51309279520,dfc,24,120
51309316088,bfe,123,41
51309331275,eeg,278,270
51309338569,gcg,112,56
51309366530,aaf,85,185
51309394939,dgd,177,131
51309410518,fga,116,285
51309415136,egg,124,344
51309419588,gdc,31,173
51309467620,cbg,262,134
51309487766,fga,42,293
51309522682,ecd,202,96
51309522827,efe,223,227
51309535616,fab,37,218
51309541451,fea,207,193
51309545942,cac,193,253
51309547664,bgg,280,217
51309570042,acb,280,128
51309586156,cbd,107,208
51309592161,add,115,212
51309595042,gcd,36,253
51309595708,edc,141,202
51309609137,fee,253,178
51309610727,cfd,200,50
51309611623,dab,25,75
51309628493,aac,208,261
51309640239,dfb,289,276
51309651834,fac,242,81
51309656743,cea,46,201
51309669151,bae,227,289
51309682965,aea,150,137
51309687465,aga,64,217
51309700576,ege,3,96
51309703947,ccc,40,96
51309708001,aee,77,48
51309728499,cfc,219,177
51309735231,cbg,192,140
51309746285,dec,114,94
51309762656,bbd,270,265
51309766696,dbd,167,222
51309782051,cef,128,313
51309782911,aab,157,285
51309800794,cee,14,250
51309808631,ceb,6,174
51309818903,cba,37,163
51309829696,agd,238,134
51309845911,ccd,286,222
51309853601,ccb,36,111
51309861992,acc,38,129
51309872781,cda,250,97
51309883234,efa,126,20
51309912047,egf,122,210
51309915875,abc,91,90
51309920921,dgb,177,81
51309925205,efd,53,14
51309940004,gcc,163,227
51309965988,deg,281,163
51309990274,fde,287,109
51309996544,ggd,150,89
51309996798,abd,139,77
51310015898,fbc,180,145
51310025209,dca,207,241
51310030917,ggf,121,28
51310034087,bga,140,268
51310058372,bee,77,212
51310063014,gaa,269,108
51310069902,ade,239,177
51310094316,fbd,152,163
51310116124,eeb,38,135
51310136172,aeb,41,237
51310138093,fdc,149,241
51310146783,bgc,274,300
51310154643,fab,254,248
51310158706,ece,273,311
51310187674,dgc,27,171
51310197687,bcf,223,330
51310200253,dcd,93,29
51310263111,ggb,278,309
51310284111,cac,91,275
51310318325,gbb,239,43
51310318973,cab,5,84
51310387982,ebf,37,54
51310389079,bff,206,299
51310398274,aec,115,107
51310401944,cgf,220,101
51310407812,fba,147,24
51310469688,eea,73,203
51310491602,ace,1,61
51310523458,bde,127,73
51310523949,bca,64,108
51310529864,fee,155,167
51310534854,feg,86,211
51310544573,gca,154,281
51310545716,bbg,74,115
51310561531,fda,26,173
51310569632,cdb,5,19
51310572149,gfd,253,233
51310668993,fcg,22,10
51310679331,caa,57,150
51310686679,gea,283,114
51310699619,eed,187,90
51310717784,age,231,214
51310718359,bbb,4,283
51310749453,aac,153,305
51310750521,fgg,216,126
51310786921,dea,262,126
51310806791,dag,133,33
51310828510,fce,299,128
51310829500,cbc,137,268
51310859247,cac,172,242
51310866451,bgf,169,109
51310888746,dae,8,169
51310896343,cga,186,108
51310897154,bfc,131,129
51310898895,dbb,25,280
51310916024,fbd,33,151
51310926522,gad,116,132
51310927885,gbe,230,21
51310929101,aca,252,22
51310953938,dea,277,128
51310993876,dbc,11,252
51311002732,egb,288,15
51311013253,dfc,243,122
51311019388,adg,187,111
51311035246,cce,184,262
51311082599,dgd,199,123
51311089691,agg,186,314
51311105848,beg,185,212
51311111563,bab,97,258
51311112397,cbb,146,140
51311115902,dbf,167,152
51311123386,afa,106,130
51311157385,fad,239,309
51311173497,ade,287,210
51311176273,cca,121,82
51311180088,bag,111,302
51311208114,ffg,79,24
51311232950,ggg,37,243
51311235943,bgc,254,291
51311248809,fcd,111,318
51311262323,def,214,245
51311272304,caf,104,222
51311297181,faf,80,203
51311300166,fcf,264,55
51311303888,cad,173,236
51311310355,ged,103,186
51311329272,dge,266,155
51311348598,cfg,95,141
51311394432,aad,214,101
51311399283,dec,257,89
51311406680,gac,105,89
51311410367,ecc,283,148
51311426338,ccd,35,199
51311428476,dbd,220,264
51311434945,aag,23,125
51311456684,gee,117,114
51311484294,ffb,165,259
51311539273,ege,63,89
51311551231,ccg,251,245
51311556640,bgb,12,55
51311557311,dee,231,14
51311603276,ccf,216,156
51311620359,fga,35,284
51311624651,bge,198,264
51311654700,gbd,6,251
51311710614,bfc,275,118
51311711242,bgc,89,323
51311715416,afd,45,165
51311745215,dfe,266,23
51311773939,gbg,210,194
51311779002,bcc,161,182
51311814662,fbc,51,168
51311840022,fdd,89,182
51311846158,gdd,237,13
51311872519,dgc,127,177
51311879906,bde,284,59
51311885195,ddb,254,39
51311894615,ccg,106,230
51311899331,dda,32,159
51311902026,eca,100,80
51311910888,cfg,186,141
51311922929,gef,173,107
51311944190,aaf,106,164
51312040295,gdd,208,14
51312058754,fag,168,21
51312066736,eac,56,95
51312081695,eab,8,106
51312093036,eed,26,84
51312107871,bcf,4,359
51312110521,aff,19,63
51312113468,edf,101,14
51312114182,bbb,219,251
51312120827,gde,18,239
51312155943,ecf,147,218
51312167853,dcb,270,160
51312186908,bcg,114,89
51312194690,dag,268,35
51312206603,cae,24,169
51312223753,edg,254,297
51312224877,dba,293,68
51312247704,abf,68,248
51312272494,dgb,83,89
51312275337,caf,225,224
51312276215,cbf,101,287
51312284075,edb,185,322
51312294285,bef,10,221
51312295393,ffc,247,206
51312307231,dbc,48,214
51312328494,ede,280,146
51312333117,cfa,292,233
51312353085,efe,295,267
51312354674,cag,148,109
51312360378,dde,193,205
51312366506,bea,254,113
51312366847,aec,260,116
51312390586,bdg,101,341
51312425312,eee,259,228
51312436360,dgc,108,173
51312457235,gbc,190,25
51312490696,bed,133,193
51312491723,cbe,144,290
51312505821,dab,221,86
51312508536,gag,117,92
51312518915,afg,141,215
51312573088,dbf,285,150
51312589695,dbe,153,76
51312611373,cgb,96,107
51312618242,dgc,263,140
51312653700,geb,231,228
51312671704,dcc,292,125
51312703538,fbe,65,213
51312712984,eag,102,107
51312718633,eba,28,30
51312737993,fda,17,173
51312751499,bdd,102,175
51312752288,efg,54,141
51312770397,dca,267,197
51312776751,eff,278,143
51312782132,ceg,293,64
51312785644,dbg,249,270
51312788343,eee,154,269
51312790334,eea,215,235
51312799623,fdg,44,136
51312813075,ceb,186,203
51312821306,cag,236,95
51312847252,bfb,110,320
51312857209,ega,257,70
51312862729,dcg,45,242
51312886506,gec,1,240
51312886604,bcb,35,241
51312893613,dgf,27,58
51312898001,ddf,280,158
51312899581,dgf,293,46
51312900788,dbe,177,71
51312926453,fbf,188,42
51312938593,gdg,119,271
51312945746,ffe,118,44
51312967851,dba,263,56
51312977506,efg,283,162
51312988332,bbd,42,225
51312995932,deg,61,166
51313015707,bbd,102,240
51313032464,gcf,164,58
51313044555,fdf,135,57
51313055297,aca,264,22
51313081331,bgb,13,48
51313096980,cde,109,289
51313110534,acf,260,42
51313112573,fag,246,20
51313151582,cdd,231,144
51313155990,agc,160,230
51313204917,fec,20,349
51313211278,feg,181,168
51313218406,gge,210,77
51313233378,abd,204,73
51313239750,cdc,225,307
51313245551,bbe,246,153
51313253050,bbc,134,119
51313256368,fbb,110,156
51313262046,agg,35,357
51313269846,adf,154,37
51313279604,bca,64,123
51313283704,egd,243,43
51313284203,fdf,299,47
51313285681,aga,270,208
51313286797,gac,172,96
51313291419,fcf,33,48
51313295660,bde,76,70
51313308102,fff,31,174
51313322720,egc,260,160
51313345237,gfb,256,97
51313347303,dfe,16,22
51313352434,dac,196,89
51313358360,fcc,176,258
51313378642,cbg,41,138
51313389770,ffd,218,64
51313391702,eaa,144,176
51313404743,ffa,171,162
51313415744,fgc,177,241
51313416391,gge,257,72
51313519813,cfe,167,119
51313530647,cec,94,243
51313546010,bae,191,280
51313547258,cfa,224,270
51313554983,ecg,13,60
51313576206,faf,77,215
51313588899,gce,277,236
51313601576,fbe,64,183
51313627418,gad,253,155
51313660641,cgg,22,70
51313668621,bgd,249,217
51313669544,dcd,26,32
51313669725,gff,216,98
51313675248,afc,50,106
51313677350,egb,26,16
51313687869,gbf,247,49
51313702528,bgd,43,223
51313717528,gdb,50,206
51313750532,dge,200,182
51313753762,cdg,190,7
51313783961,aad,179,101
51313809553,bgb,207,54
51313820910,ada,250,7
51313842892,ede,167,143
51313843041,ecd,79,103
51313858504,def,197,279
51313944973,edc,7,238
51313957191,gbg,152,174
51313959975,gaf,206,67
51313980707,bbf,150,104
51314036504,aeb,3,270
51314046839,cdc,207,362
51314058859,afg,244,210
51314068494,dcb,202,171
51314105286,gaa,231,125
51314113599,gfc,282,5
51314114367,agf,96,81
51314118244,gda,214,223
51314141507,abe,196,115
51314185734,gbg,36,163
51314188239,cdg,207,7
51314229069,cge,203,143
51314236921,fcb,50,224
51314242811,efc,199,175
51314245970,bdf,82,184
51314248008,edc,36,273
51314309299,ccg,159,253
51314312618,def,173,318
51314325677,ede,177,122
51314348371,fea,62,165
51314352489,dgd,293,100
51314362380,egb,123,17
51314387572,ebc,278,250
51314403894,dbf,257,124
51314411768,afe,121,33
51314426575,cgc,10,165
51314438845,bfc,263,106
51314459533,gcb,239,163
51314467369,gee,7,123
51314470941,eaf,282,265
51314481831,dff,64,59
51314482542,faa,42,167
51314491210,ebe,154,327
51314499805,cbd,262,172
51314500190,cge,115,153
51314520018,bda,51,209
51314521231,aee,191,57
51314529203,egf,153,168
51314532230,fef,135,112
51314532433,cfc,209,148
51314555431,fea,106,169
51314577297,ded,147,87
51314587414,efb,46,50
51314615212,adc,184,148
51314618531,dbc,3,252
51314626202,fdg,113,111
51314632871,efa,104,16
51314677001,cga,38,108
51314686817,gge,220,75
51314711172,gba,175,183
51314731828,gdf,81,172
51314739255,fdb,98,288
51314750417,cgd,194,195
51314753374,bcd,119,222
51314758190,aaa,60,216
51314787419,eae,216,22
51314798657,gcc,135,186
51314844927,eba,42,24
51314877594,ccb,287,106
51314884001,gde,251,239
51314899782,abg,96,227
51314913817,dda,277,162
51314938260,dgc,285,137
51314953339,cac,179,198
51314953639,gfg,262,38
51314975786,gae,235,231
51314980410,cdf,156,273
51315005900,adb,299,226
51315010429,fca,268,31
51315012702,deb,103,118
51315037431,gcg,165,54
51315040052,bab,146,219
51315058470,baa,294,219
51315066612,cfb,286,68
51315086483,dgf,64,45
51315094128,efd,166,14
51315131080,agd,250,156
51315132150,aba,169,11
51315148278,fff,67,207
51315164557,ged,259,189
51315172987,bca,105,132
51315176148,cfa,136,218
51315178801,ebb,17,225
51315186227,edd,148,204
51315216607,cbb,164,121
51315226134,aed,251,239
51315240799,ged,263,213
51315273159,bac,44,282
51315275611,aag,105,131
51315286986,bfa,197,108
51315301532,cbe,88,310
51315302437,dga,29,19
51315305701,ead,181,83
51315352433,ebd,228,5
51315365783,cge,107,169
51315396789,gaf,195,62
51315433897,dcf,88,112
51315442576,ebf,191,52
51315457155,bea,203,106
51315474269,fae,93,53
51315512828,ecb,126,21
51315533468,eda,269,93
51315563794,ece,72,276
51315572886,aeb,169,297
51315582596,fgd,140,151
51315600108,gfe,209,244
51315600400,afd,22,193
51315604855,acg,123,181
51315609224,cde,112,236
51315612269,bga,10,227
51315653650,bcc,59,200
51315658647,abf,270,228
51315669414,adf,116,42
51315700125,ddg,143,59
51315703582,acd,155,238
51315705344,bad,298,69
51315708668,deb,138,112
51315717019,adb,216,235
51315725965,ged,128,232
51315730584,caf,9,197
51315779784,fad,233,364
51315804144,ffb,66,227
51315806399,agf,241,89
51315818529,ecd,181,103
51315845176,cba,112,190
51315859013,ebg,292,125
51315874058,ggc,147,249
51315912252,edf,24,11
51315939722,fdg,128,125
51315959172,bae,45,302
51315971233,feg,35,174
51315975847,aef,187,252
51315978813,bge,49,300
51316068517,bba,126,196
51316101257,fdc,158,241
51316108503,efc,281,155
51316122778,eed,57,67
51316132762,ddd,244,53
51316146388,eec,270,141
51316151727,cff,220,26
51316155740,agb,90,104
51316192851,fde,213,120
51316192970,fea,153,174
51316196432,cge,246,172
51316199989,bec,230,113
51316211858,ceg,65,58
51316229008,beb,48,214
51316243932,baf,51,303
51316272393,fgb,69,91
51316287485,fbc,249,188
51316289072,edd,220,238
51316293713,gbe,81,24
51316324647,cfc,177,131
51316357509,dfg,257,244
51316359025,aac,279,298
51316361180,aaf,176,132
51316367678,fge,31,59
51316382275,dfd,66,314
51316391339,gec,88,256
51316397717,cfd,122,56
51316405313,eca,273,72
51316428775,ddc,128,191
51316446142,gab,128,207
51316473010,gcb,146,143
51316473090,eeb,74,132
51316494986,ccg,228,220
51316529171,fce,262,126
51316535810,dfa,16,235
51316546386,eag,202,115
51316552011,dde,50,188
51316566342,bbd,228,261
51316572999,ced,178,90
51316576452,bdc,252,79
51316614181,ead,185,71
51316624314,ddb,31,32
51316640513,cgb,195,95
51316659036,dag,5,29
51316765928,fab,172,203
51316778355,dga,162,19
51316790010,gfa,138,83
51316793517,gbb,183,35
51316800309,edc,167,234
51316826439,gga,265,89
51316841376,fgf,165,87
51316844984,cae,278,174
51316851101,daf,203,208
51316852654,bcc,156,216
51316857617,gfg,117,36
51316858457,dfb,294,264
51316861119,cfg,224,132
51316861312,bdb,73,245
51316882860,ddf,100,175
51316884750,ebb,125,200
51316894121,ega,61,70
51316895417,bgb,134,49
51316902149,aca,131,19
51316942287,ccf,150,146
51316949405,gcd,146,298
51316953730,dbg,42,218
51316972122,ged,29,213
51317008481,eff,258,163
51317048097,dcc,239,146
51317052521,aab,265,307
51317055819,cdb,243,16
51317067089,gag,70,98
51317067993,bfc,253,90
51317073164,bcd,135,239
51317093015,bff,106,352
51317102285,aag,276,119
51317102966,dgg,69,155
51317135558,eee,220,217
51317144780,bbg,235,121
51317187389,cga,233,99
51317189920,fac,50,90
51317195184,bfb,71,316
51317201840,cbb,283,119
51317220689,feb,280,57
51317227061,dbf,202,138
51317238405,fcd,177,302
51317243357,aeg,46,128
51317261046,edb,73,312
51317281058,aae,37,63
51317292022,fba,213,24
51317294937,acb,65,131
51317313877,caf,72,232
51317322717,ceb,100,225
51317336802,eae,52,22
51317369123,gbf,32,55
51317410500,fec,253,307
51317420579,abc,83,104
51317446651,bef,96,187
51317455966,bge,115,341
51317459285,bcb,128,255
51317460152,cfc,24,116
51317472027,abb,93,109
51317473249,edb,122,312
51317479050,ggb,118,315
51317488883,bgc,240,342
51317506208,bgg,265,212
51317514065,cda,85,102
51317547072,ccc,113,77
51317564009,gea,129,135
51317564225,bab,66,175
51317569160,gaf,79,65
51317602307,dce,23,153
51317602961,efa,192,13
51317609863,dgg,214,151
51317612263,cgf,223,110
51317615021,cfa,266,241
51317630616,bce,134,227
51317648782,edb,184,371
51317682090,afb,8,173
51317687347,dac,221,98
51317692546,fcf,156,53
51317699144,gcb,230,137
51317737575,fag,40,19
51317750804,ade,138,203
51317766995,gff,253,84
51317774337,bfe,265,46
51317793594,edg,107,314
51317803556,dad,210,219
51317804728,bfd,109,145
51317854678,dac,199,103
51317856013,cad,123,269
51317857697,dae,88,140
51317865093,eda,49,106
51317883560,eef,31,118
51317885495,afb,177,200
51317893553,fed,43,122
51317928191,gdd,274,13
51317947516,bca,14,118
51317994300,gdf,160,199
51318020558,gaf,131,59
51318021428,cag,260,106
51318024889,cag,60,109
51318030182,dbb,164,280
51318045431,dee,112,15
51318057758,dfe,138,23
51318059264,gfc,130,5
51318064487,aea,203,160
51318065292,acc,168,103
51318065421,fbg,293,139
51318074255,bgf,199,102
51318085579,eaf,292,291
51318090622,bcc,20,192
51318114299,aee,216,67
51318146260,ega,220,67
51318147438,cee,139,282
51318185730,geb,105,189
51318196236,ded,192,73
51318198854,add,44,192
51318233838,edc,91,278
51318245375,gce,221,247
51318251827,ade,278,166
51318300665,fbc,44,203
51318307552,daa,258,221
51318316642,gdf,209,175
51318326946,gdc,8,186
